months_as_customer,age,policy number,policy deductable,premium,umbrella limit,zip code,capital gains,capital loss,incident hour of day,number of vehicle involved,bodily injuries,number of witnesses,total claim amount,injury claim,property claim,vehicle claim,car date,fraud?
282,46,502634,2000,1559,0,450800,51100,-75100,2,1,2,2,69400,13880,6940,48580,2012,0
222,39,378588,500,1758,0,458993,71400,0,9,3,2,1,55000,5000,10000,40000,1996,1
415,52,794731,1000,974,0,468634,50400,0,15,2,1,3,51090,7860,7860,35370,2003,0
51,34,641934,500,1431,0,461264,0,0,23,1,2,3,64200,6420,19260,38520,2007,1
255,45,113516,500,1192,0,600184,0,-40200,16,1,2,0,67320,12240,12240,42840,2006,0
143,31,425631,500,1164,0,604874,37700,0,21,4,2,0,76120,6920,13840,55360,1999,0
130,28,542245,1000,1003,0,462377,0,-38500,21,2,2,1,85020,13080,13080,58860,2010,0
242,41,512894,2000,1154,6000000,619657,0,-57000,3,3,0,1,68090,12380,12380,43330,2009,0
96,27,633090,1000,1631,0,437323,0,0,4,1,1,2,6030,670,670,4690,2007,0
180,35,464234,1000,1252,0,432148,0,-55800,17,1,1,3,5100,1020,510,3570,2000,0
150,30,290162,1000,1677,0,439690,40100,0,7,1,1,3,4590,510,510,3570,2013,0
463,59,638155,1000,980,0,601848,51700,0,14,2,1,2,72400,7240,14480,50680,1999,1
472,64,911429,500,989,0,615821,0,0,13,1,2,3,70900,14180,7090,49630,2002,0
75,25,106186,1000,1390,0,472475,0,0,23,2,2,3,65100,6510,6510,52080,2011,0
193,40,311783,500,1234,0,457463,0,0,23,3,2,1,64260,0,14280,49980,1999,0
43,43,528385,500,1320,0,604861,0,0,16,1,2,1,79970,7270,21810,50890,1996,1
253,41,228403,1000,1435,0,471519,36600,0,17,1,2,0,56610,6290,6290,44030,1995,0
152,30,209177,500,1449,0,618682,58600,0,9,1,1,1,84590,7690,7690,69210,2000,1
160,38,497929,500,1734,0,441425,0,-43800,13,3,2,1,66780,7420,14840,44520,1996,0
56,36,735844,500,1533,0,609336,0,-28800,13,1,1,2,58500,0,6500,52000,2001,0
286,41,710741,500,1107,0,603320,45500,-62500,3,1,2,0,5000,500,500,4000,2003,0
3,29,276804,500,996,5000000,615446,0,0,3,1,2,1,5000,500,1000,3500,2008,1
286,41,507545,1000,1299,6000000,435967,71300,-70300,16,3,1,3,54450,6050,12100,36300,2007,0
239,38,485642,1000,1277,5000000,610246,0,0,12,3,1,3,61920,6880,6880,48160,2003,0
64,29,796375,2000,1202,0,479327,0,-61400,4,1,1,2,43700,4370,4370,34960,2007,1
98,31,171183,500,672,0,468300,0,-26400,3,1,2,0,64080,7120,7120,49840,1997,0
16,35,110084,1000,1358,0,612660,59300,-31400,0,1,2,1,55000,10000,10000,35000,2008,1
70,27,714784,1000,1009,4000000,466691,46000,0,19,1,2,3,4400,0,550,3850,2000,0
75,27,143924,1000,1141,0,468515,0,0,15,2,0,1,71640,5970,11940,53730,2008,0
246,44,996850,1000,1397,0,614521,0,0,6,1,1,0,61740,6860,6860,48020,1997,0
110,27,284834,1000,1665,0,465921,0,-66200,3,1,0,3,57500,5750,5750,46000,2010,0
236,39,830878,1000,1151,4000000,604555,0,-63900,17,1,0,0,8700,870,1740,6090,2003,0
267,46,270208,2000,1546,0,616276,0,0,4,4,2,1,77100,15420,7710,53970,1996,0
463,57,407958,500,1064,0,463356,0,0,14,1,2,0,59400,6600,6600,46200,1995,0
303,46,832300,1000,709,0,450184,0,0,3,3,1,0,54890,9980,4990,39920,2006,0
137,30,927205,500,1040,0,466393,55600,-59700,4,3,2,1,74030,6730,13460,53840,2005,0
56,42,655356,500,1339,0,471786,0,0,13,1,1,2,61490,11180,11180,39130,1998,0
75,27,831053,1000,1203,0,602289,57900,-90100,23,3,0,2,79560,6630,13260,59670,2003,0
131,33,432740,2000,1081,0,445120,0,-65200,3,1,0,1,4900,490,490,3920,2010,0
153,34,893853,500,991,0,449260,45600,-61400,0,3,1,0,77770,14140,14140,49490,2000,0
255,43,594988,500,984,0,472724,75800,0,14,2,2,2,74700,7470,14940,52290,2007,1
103,26,979544,500,1355,0,475173,66300,0,14,2,2,2,40600,4060,4060,32480,2010,0
97,28,191891,1000,830,0,443854,0,-32600,22,1,1,0,45270,10060,10060,25150,2006,0
214,36,831479,2000,987,7000000,461418,0,0,17,3,0,3,47080,4280,8560,34240,2006,0
438,57,714346,500,1119,0,616164,0,0,14,1,0,0,40700,4070,4070,32560,2000,1
87,27,326289,500,1048,0,620962,0,0,2,1,2,1,34650,6300,3150,25200,1996,0
27,28,944537,1000,1074,0,465201,0,0,4,1,2,0,3200,400,400,2400,2012,0
206,42,779156,1000,1231,0,470488,0,-74200,2,1,1,1,78980,7180,14360,57440,1997,1
127,31,856153,500,1255,0,462250,58200,0,10,1,1,0,6160,560,1120,4480,1996,0
422,60,473338,1000,1556,0,436408,43600,-67800,11,1,1,1,85250,15500,7750,62000,1999,0
303,50,521694,2000,836,5000000,464230,0,0,1,4,1,2,72840,12140,6070,54630,2010,0
228,40,136520,500,1451,0,478609,43700,0,20,1,0,2,6050,1100,1100,3850,2010,0
239,39,730819,2000,625,0,437156,44200,-37000,10,1,2,3,87890,15980,7990,63920,2014,1
330,47,912665,2000,1133,0,432218,0,-56400,20,2,0,2,60500,11000,5500,44000,1999,1
128,35,469966,500,1367,0,620493,0,0,10,3,2,1,88220,16040,16040,56140,2008,0
147,37,952300,1000,1440,6000000,475391,0,-48400,2,2,1,2,53680,9760,4880,39040,2004,0
287,45,322609,1000,1231,0,440720,0,-54600,19,1,0,2,53800,5380,5380,43040,2006,0
142,29,890280,2000,1308,0,606942,0,-48500,10,1,1,2,54360,4530,9060,40770,1995,1
162,35,431583,2000,1125,0,446971,0,0,14,1,0,3,54340,9880,4940,39520,2001,0
140,35,155912,1000,1521,0,470538,0,-42900,5,1,0,2,2860,520,260,2080,1997,1
106,28,110143,2000,1609,0,601177,0,0,8,1,2,1,5490,0,1220,4270,1999,0
292,45,808544,1000,1359,0,451470,0,0,4,1,0,2,7370,670,1340,5360,1997,0
34,34,409074,500,1296,0,438529,0,0,4,3,1,0,50800,5080,5080,40640,1997,1
290,48,824728,500,1161,5000000,469742,45300,0,20,2,1,1,41520,5190,5190,31140,2014,0
182,38,606037,2000,1441,0,435534,53800,-78300,18,1,2,3,89650,8150,16300,65200,2005,0
362,55,636843,1000,1098,0,442239,44400,-71500,0,3,0,3,39690,0,0,39690,1998,0
143,32,111874,1000,1464,0,468986,79900,0,1,1,2,0,62260,5660,5660,50940,1995,0
183,38,439844,500,1544,0,606988,20200,0,17,1,0,1,51920,9440,4720,37760,2001,1
254,40,463513,500,1391,5000000,453719,0,-74400,23,1,2,2,53460,9720,4860,38880,2009,0
249,43,577858,2000,1149,0,475524,0,-71200,4,3,2,1,57100,5710,5710,45680,2014,0
169,36,607351,500,1616,0,617804,50700,-57600,0,3,2,3,77440,14080,7040,56320,2004,0
235,40,682754,500,1399,0,613399,0,0,11,1,1,2,68300,6830,13660,47810,2003,0
112,32,757352,1000,1239,0,453400,57800,-53700,4,1,0,2,5060,460,920,3680,2012,0
16,32,307469,1000,968,0,615767,50800,-66200,0,3,0,2,59400,6600,13200,39600,1995,1
128,31,526296,500,1045,0,615311,0,-28300,2,3,0,2,69930,0,15540,54390,2013,1
103,27,658816,1000,1537,0,468470,0,-74800,11,3,1,1,77700,7770,15540,54390,2008,0
356,54,913337,500,912,0,461383,58500,-44000,23,3,2,1,68750,12500,12500,43750,2007,1
109,29,488464,2000,1007,6000000,457727,0,0,17,3,1,3,91080,16560,16560,57960,1995,0
2,20,480094,1000,1190,4000000,613327,0,-54700,22,1,1,3,48360,4030,8060,36270,2000,0
198,34,263108,1000,1576,0,614941,0,-55100,18,1,1,1,95000,9500,9500,76000,2001,0
107,32,298412,500,1173,4000000,440680,82100,0,8,1,1,3,3900,780,390,2730,2010,0
252,39,261905,500,1312,9000000,609949,0,-33300,15,3,0,3,59400,11880,5940,41580,2010,1
303,43,674485,1000,671,7000000,479655,42900,-61500,20,1,2,0,60210,6690,6690,46830,2013,0
101,32,223404,500,895,0,439964,52600,-30400,4,1,0,3,43600,8720,4360,30520,2010,0
446,57,991480,2000,1373,0,478486,42700,-64900,10,3,0,0,62800,6280,12560,43960,2012,0
330,48,804219,1000,1626,0,466498,0,0,10,1,1,3,59500,11900,5950,41650,2006,0
211,37,483088,2000,1296,4000000,430878,42200,-33800,22,3,1,0,53460,5940,5940,41580,2009,0
172,33,100804,1000,1460,6000000,600127,41300,-42000,15,3,0,1,41690,7580,7580,26530,1999,0
316,46,941807,500,1220,7000000,431968,0,-51000,13,1,0,1,63100,6310,12620,44170,2000,0
435,60,593466,500,1064,5000000,462804,73500,-43300,23,1,2,1,62880,5240,10480,47160,2007,1
344,51,437442,1000,960,0,435809,0,-38700,18,3,2,2,75400,17400,11600,46400,2006,1
204,40,942106,2000,1767,0,453193,0,-49300,7,1,1,1,46200,4200,8400,33600,1997,0
278,47,794951,500,1285,0,459630,0,-39800,21,1,2,2,58500,5850,5850,46800,2010,0
434,57,182450,2000,1423,0,608982,0,0,15,3,1,3,66240,11040,11040,44160,2003,0
209,36,730973,2000,1223,0,452218,0,0,17,3,1,3,65440,8180,8180,49080,2014,0
250,43,687755,2000,1539,0,434150,37800,0,2,1,0,3,64200,10700,10700,42800,2002,0
61,25,757644,2000,988,0,460579,0,0,1,3,1,0,32320,4040,4040,24240,2000,0
80,28,998865,1000,1741,0,442142,0,-18600,3,1,0,1,33480,3720,3720,26040,2011,0
25,38,944953,1000,1541,7000000,608807,40900,0,0,1,1,1,4320,480,960,2880,1995,0
4,29,386429,500,1382,5000000,433153,0,-77800,4,1,0,2,4200,840,420,2940,2008,0
32,29,108270,500,1447,0,436560,0,-45700,11,3,2,0,57970,10540,5270,42160,2006,0
125,31,205134,500,1221,0,436784,55400,-40400,4,1,1,2,4320,0,960,3360,2003,0
276,45,749325,500,948,0,430621,44500,-61400,11,3,0,2,69300,13860,6930,48510,2010,0
148,30,774303,500,1471,0,601574,57500,-93600,4,3,2,2,32480,4060,4060,24360,1997,0
222,38,698470,2000,1158,0,433853,0,-64500,20,1,2,2,60480,6720,6720,47040,2001,0
32,38,719989,2000,566,5000000,453164,0,0,22,1,0,0,2640,440,440,1760,2015,0
78,27,309323,500,1061,0,613931,0,-66500,4,1,0,3,6050,550,1100,4400,2009,0
238,43,444035,1000,1524,4000000,607458,0,-44800,21,4,0,0,42700,4270,4270,34160,1995,1
313,47,431478,1000,1556,0,463835,63900,-53300,20,1,1,3,40260,3660,7320,29280,1996,1
334,50,797634,500,1216,0,613945,26700,-47200,7,1,2,0,50000,5000,10000,35000,2008,0
190,35,284836,500,1485,5000000,432699,0,0,4,1,0,1,3840,640,320,2880,1998,0
194,41,238196,500,1204,0,613119,52500,-51300,17,3,0,2,95900,13700,20550,61650,1999,0
290,47,885789,1000,1393,0,472922,0,-61400,20,3,1,3,56160,6240,12480,37440,2002,0
26,42,287436,1000,1484,0,613849,50700,-36300,10,1,2,3,63030,5730,11460,45840,1996,0
254,41,496067,500,1581,5000000,603827,42200,-48000,8,1,2,2,63470,5770,11540,46160,1999,0
199,38,206004,1000,1281,0,467780,0,-53100,6,1,0,2,44440,8080,4040,32320,2007,1
137,35,153027,500,1668,0,460586,48500,-67400,4,1,1,1,6600,1200,1200,4200,2005,0
134,36,469426,1000,1497,0,613842,14100,-44500,17,3,2,0,77200,9650,9650,57900,1996,0
73,30,654974,500,803,0,435371,0,0,15,3,0,0,57000,0,11400,45600,2013,0
289,45,943425,2000,1221,0,466289,46700,-72500,9,1,2,1,2700,300,300,2100,2006,0
176,36,641845,500,1866,5000000,436173,32800,-50600,17,1,2,1,47300,4300,8600,34400,2006,0
145,37,794534,2000,1434,0,457234,0,-35900,13,1,2,3,55110,5010,10020,40080,2002,0
164,31,357808,500,1115,0,474758,44500,-55900,5,1,1,0,4320,480,480,3360,2002,0
186,38,536052,2000,1219,0,477373,39300,-60300,23,3,2,2,68760,11460,5730,51570,1998,1
85,31,873384,2000,1235,9000000,613471,0,0,1,2,2,1,74400,14880,7440,52080,2003,1
162,33,790225,500,965,0,601581,45700,0,17,4,2,1,35300,3530,3530,28240,1996,1
396,57,587498,500,1352,0,612102,0,-49400,3,1,1,3,2640,480,480,1680,2000,0
270,41,639027,1000,817,0,460263,62200,0,17,3,1,1,60190,4630,9260,46300,2014,1
168,39,217899,1000,1390,0,479134,0,-42600,23,3,1,3,41580,3780,7560,30240,2015,1
274,45,589094,1000,1354,0,451467,54700,-47900,13,1,0,0,58500,11700,0,46800,1995,1
263,43,458829,1000,1294,0,602670,0,0,17,1,2,3,79320,13220,6610,59490,1997,0
152,33,626208,1000,841,0,613607,0,0,2,1,0,2,82610,7510,7510,67590,2002,1
46,41,315041,2000,998,0,611556,43700,-66300,23,3,1,3,78600,13100,19650,45850,2004,1
276,46,283267,2000,1090,0,435518,0,-70400,17,1,1,2,51390,5710,5710,39970,2007,1
234,44,442494,500,1781,0,465942,0,0,3,1,1,0,70200,7020,7020,56160,2012,1
64,30,159243,2000,1681,0,446174,0,-51100,16,1,2,1,4900,490,1470,2940,2015,0
456,62,669800,1000,1396,0,611651,82600,-49500,13,3,1,3,66480,5540,11080,49860,2012,1
58,23,520179,2000,1471,5000000,446657,57500,0,8,1,2,1,50380,4580,9160,36640,2007,1
475,61,607974,500,1266,0,612506,0,-59500,23,1,0,2,64350,9900,9900,44550,1998,0
96,29,465065,1000,1275,5000000,618493,47500,-58700,15,3,2,3,55400,5540,11080,38780,2004,1
99,28,369941,500,1330,0,612664,0,0,3,1,2,2,49900,4990,9980,34930,1998,0
38,28,447226,500,1123,4000000,473653,78000,0,4,3,0,3,74880,12480,12480,49920,2000,0
259,44,831668,2000,1656,0,454529,0,0,8,1,0,0,105820,16280,16280,73260,2002,0
241,43,922937,1000,936,0,437422,0,-36000,21,1,1,0,7150,1300,650,5200,2003,0
437,58,640474,2000,1192,0,619470,66100,-31400,23,1,0,0,55800,11160,11160,33480,2004,0
130,34,153298,500,990,0,442666,0,-41200,8,1,1,3,5830,1060,1060,3710,2015,0
269,41,334749,2000,1422,0,620507,0,-46400,21,1,2,1,85900,17180,17180,51540,2005,1
103,29,221283,500,915,0,614867,72100,0,5,1,2,3,7110,790,1580,4740,2005,0
284,43,961496,500,1124,0,609898,48200,0,12,3,0,0,36960,6720,3360,26880,2007,0
189,39,804751,2000,838,0,450702,0,0,7,3,2,0,64400,6440,6440,51520,1997,0
267,43,369226,500,1301,0,600418,49000,0,0,1,1,3,1920,480,0,1440,2011,0
39,22,691115,500,1173,0,431202,0,0,14,1,0,1,86130,15660,7830,62640,2009,1
140,32,713172,1000,986,5000000,457793,0,0,13,1,2,3,82170,14940,7470,59760,1995,1
243,41,621756,1000,1129,0,470190,17300,-60400,1,1,1,0,50300,10060,5030,35210,1999,1
116,31,615116,500,1195,0,603733,28600,0,23,1,0,0,44200,4420,8840,30940,1997,0
219,43,947598,1000,1114,0,465136,51300,0,1,1,2,2,66660,6060,6060,54540,2006,0
96,26,658002,2000,1509,0,611723,10000,0,9,1,2,3,78320,7120,14240,56960,2007,0
149,34,374545,500,665,0,608963,0,-60000,3,1,0,1,105040,16160,16160,72720,1999,0
246,43,805806,1000,1267,6000000,454139,0,0,0,1,2,1,50700,5070,5070,40560,2006,0
293,45,235097,1000,1119,0,447560,51500,0,13,3,1,1,51210,11380,5690,34140,2015,0
339,48,290971,500,1699,0,444378,0,0,18,3,2,1,51840,8640,8640,34560,2001,0
160,33,180286,1000,1423,0,616583,61600,0,17,3,2,3,52800,5280,5280,42240,2006,0
224,42,662088,500,1213,0,455913,0,-51400,11,1,0,0,55200,9200,13800,32200,1998,0
194,34,884365,1000,1423,0,454399,55300,-37900,0,1,0,3,9100,1400,1400,6300,2003,0
385,51,178081,1000,976,0,602842,0,-61000,14,3,1,3,67600,13520,6760,47320,2007,0
100,33,507452,500,1125,6000000,459428,67300,0,4,1,1,2,40800,6800,6800,27200,2004,0
371,50,990624,1000,1569,0,613114,79600,0,2,3,2,1,84500,13000,13000,58500,2011,1
175,39,892148,500,1359,5000000,450709,0,-43600,9,3,2,2,71610,13020,6510,52080,2012,1
373,55,398683,500,1607,0,444626,0,0,21,4,0,2,60600,6060,12120,42420,2007,1
258,41,605100,500,1042,0,601206,0,-44400,0,3,2,3,81240,6770,20310,54160,2008,1
255,39,143109,500,1454,0,470389,38200,0,17,3,0,3,29300,2930,5860,20510,2010,0
37,31,230223,500,1970,0,615218,0,0,21,3,1,1,76450,6950,13900,55600,1995,0
322,44,769602,1000,1156,0,606249,49900,-62700,20,3,0,3,49400,9880,4940,34580,2010,0
204,38,420815,2000,1124,0,616161,0,-45100,5,1,0,1,90530,16460,16460,57610,2003,0
76,31,973546,500,1494,5000000,442335,39900,-44000,7,1,2,1,8030,1460,730,5840,1995,0
193,40,608039,500,1155,0,604952,34200,-32300,6,1,0,0,63900,6390,6390,51120,2001,0
405,55,250162,500,878,0,441533,57100,0,2,4,0,2,38640,4830,4830,28980,1997,0
435,58,786432,2000,1146,0,471784,0,-40000,19,3,1,1,41490,9220,4610,27660,2004,0
54,35,445195,500,1261,0,453265,68500,-42100,21,3,2,0,79090,14380,7190,57520,2012,0
144,35,938634,500,1427,0,444922,0,0,3,3,0,0,87900,17580,8790,61530,1995,0
92,32,482495,500,1592,0,474324,58900,-29100,22,1,2,3,53400,5340,5340,42720,1996,0
173,36,796005,1000,1275,0,441298,51000,0,22,1,2,3,52030,9460,9460,33110,1995,0
436,60,910604,500,1362,0,446606,67600,-65300,16,1,0,2,82060,14920,7460,59680,2005,0
155,35,327488,1000,919,0,459537,83600,0,0,1,0,3,48360,8060,8060,32240,1997,0
78,31,715202,1000,1377,0,440757,72600,0,1,3,2,1,52290,5810,11620,34860,1997,0
440,57,648852,1000,996,5000000,604948,51500,-52100,19,3,0,3,68200,12400,12400,43400,2007,1
264,43,516959,500,1508,6000000,433275,0,0,0,3,2,1,60750,13500,6750,40500,2015,1
66,30,984456,500,485,0,608309,21100,-60800,2,3,0,2,65560,11920,11920,41720,2015,1
366,50,801331,1000,1561,0,462767,21200,0,5,3,1,3,70290,12780,12780,44730,2012,0
188,37,786103,500,1457,0,471785,46300,0,6,1,2,0,45000,5000,5000,35000,2003,0
224,39,684193,1000,1129,0,601397,0,-47100,21,3,2,1,61800,12360,6180,43260,2007,0
253,46,247505,500,1358,0,477636,52900,0,11,3,0,0,64570,5870,11740,46960,2001,0
446,61,259792,1000,1233,0,441967,49900,-62100,3,1,2,0,70500,7050,14100,49350,2007,0
169,37,185124,1000,936,0,454776,70600,-48500,4,3,2,1,57900,17370,5790,34740,2005,0
255,46,760700,500,1302,0,431532,0,-52600,2,3,1,0,57860,5260,10520,42080,2011,0
209,39,362407,500,1265,0,614169,67800,0,22,1,1,1,37800,8400,4200,25200,1995,0
210,37,389525,500,1468,0,601425,38700,-33100,8,1,1,3,63300,6330,6330,50640,2000,0
174,33,179538,2000,1124,0,477346,0,0,14,3,0,1,44200,8840,4420,30940,1995,0
70,28,265437,1000,1320,0,613587,67200,-59400,14,4,1,0,31680,3520,3520,24640,2006,0
89,32,266247,2000,1483,0,620358,49100,-45100,5,1,1,2,100,10,20,70,2002,0
458,61,921851,1000,1328,0,617699,53000,0,18,1,2,1,56340,6260,6260,43820,2003,0
239,40,488724,500,1464,0,430567,0,0,20,3,0,0,69740,6340,6340,57060,2003,0
161,38,192524,2000,1134,0,439870,60200,0,0,3,2,2,60480,5040,15120,40320,2003,0
446,61,338070,1000,1037,0,438837,0,-15700,1,3,2,1,80880,6740,13480,60660,2005,0
476,61,865607,1000,1563,0,458997,42800,-68200,10,1,1,2,49390,8980,4490,35920,2009,0
70,29,963285,1000,1426,0,604147,62400,-52300,12,1,0,3,69360,11560,11560,46240,2009,0
233,41,728491,2000,1615,0,606638,67100,0,6,1,0,1,3740,680,680,2380,2011,0
122,33,553436,500,1237,0,619620,0,-48700,1,1,0,1,5060,460,920,3680,2003,0
335,48,440616,2000,1018,0,441671,59900,-34800,21,3,0,0,35860,3260,6520,26080,2005,1
257,40,463237,2000,1306,0,610381,46100,-46900,3,3,2,1,50050,7700,3850,38500,2008,1
85,27,753452,2000,1174,0,602416,50400,-61500,14,4,0,0,59070,10740,5370,42960,2012,0
133,30,920554,1000,1231,0,459562,0,-31700,19,3,1,2,28440,3160,3160,22120,2007,0
119,34,594783,500,1299,0,463271,57100,0,7,1,2,1,45540,8280,8280,28980,1998,1
169,34,725330,500,1470,0,458132,0,-57600,0,1,0,0,38700,7740,3870,27090,2012,0
225,39,607259,500,1391,0,448949,83900,-52100,6,1,2,1,5830,1060,530,4240,2011,0
84,32,979336,500,1694,7000000,603732,0,0,0,1,0,2,57240,4770,9540,42930,1995,1
169,39,865201,2000,1140,0,608929,0,-36800,9,3,0,3,46200,4200,8400,33600,2015,0
124,32,140977,1000,1311,0,469875,29300,0,23,1,0,1,57700,5770,5770,46160,2003,0
320,48,787351,2000,1730,7000000,443342,46300,-41700,13,3,2,0,56160,4680,9360,42120,1995,0
297,47,272330,500,1617,7000000,456363,0,-59500,0,3,0,3,44400,5550,5550,33300,1999,0
421,56,728025,500,1936,4000000,470826,49500,-81100,7,1,2,3,92730,16860,8430,67440,2004,1
136,33,804608,1000,855,0,458582,37900,0,23,1,0,1,30700,3070,6140,21490,2015,0
46,24,718829,2000,1568,4000000,454480,46800,0,7,1,2,0,56600,11320,5660,39620,1999,0
34,24,482404,2000,1551,0,435632,0,-27700,20,1,0,1,3960,660,660,2640,1998,0
95,30,331170,2000,1371,0,442206,48900,0,22,1,0,3,34800,3480,6960,24360,1999,0
140,36,753056,500,1364,0,468303,43200,0,10,3,2,0,79500,7950,7950,63600,2000,0
200,34,910365,1000,828,3000000,467762,0,0,10,1,2,2,56000,5600,5600,44800,2009,0
123,29,379268,500,1210,0,447188,64800,-44200,17,1,1,0,73260,16280,0,56980,2014,1
267,46,362843,2000,1111,0,469438,35000,0,3,1,2,3,4950,900,450,3600,1995,0
290,42,135400,500,990,0,462519,32500,0,10,1,0,1,48000,4800,9600,33600,2013,0
45,37,798579,1000,1114,0,432534,0,0,1,1,0,1,52200,10440,5220,36540,2005,0
186,38,250833,2000,1347,0,436467,80900,-111100,1,3,2,3,73800,12300,12300,49200,1995,0
135,34,824116,2000,1688,0,465674,0,-69600,7,1,1,2,78200,15640,7820,54740,2009,0
110,33,322613,1000,1183,0,442389,0,0,19,1,2,3,55200,13800,9200,32200,2015,1
259,43,871305,2000,1537,0,471614,0,-58300,3,3,0,2,57060,6340,6340,44380,2012,0
114,30,488037,1000,1173,0,442936,0,-34700,3,1,0,3,4680,520,520,3640,2013,0
404,56,485813,1000,1361,4000000,437944,0,-63700,23,1,2,0,53100,5310,5310,42480,2005,1
282,48,886473,2000,1423,7000000,473705,26900,-55300,7,1,1,2,3520,640,320,2560,2013,0
57,25,907113,2000,1143,0,469363,63100,-54100,0,3,0,1,72900,14580,14580,43740,2010,0
215,38,833321,500,1406,0,465376,0,0,10,1,0,1,70700,7070,14140,49490,2008,0
140,30,521592,500,1354,0,438775,100500,0,4,4,0,0,60170,5470,10940,43760,2006,0
250,42,254837,500,1056,0,457962,69500,-40700,16,1,1,1,74800,13600,6800,54400,2009,1
286,41,634499,1000,999,0,477947,25800,0,3,1,2,0,4100,820,410,2870,2009,0
356,47,574707,2000,1156,0,431104,0,0,5,1,0,3,61490,5590,11180,44720,2009,0
65,29,476839,1000,1727,0,456570,0,0,14,1,0,0,7200,720,1440,5040,1999,0
187,34,149601,500,1233,0,612986,59500,0,7,3,0,0,45100,8200,4100,32800,2011,0
386,53,630683,500,1079,0,615730,36800,0,16,1,2,3,66660,12120,6060,48480,2006,0
197,41,500639,1000,1325,0,478640,0,-64500,6,1,2,2,76400,15280,7640,53480,1997,1
166,37,352120,500,1519,0,470510,0,0,10,1,1,1,58300,10600,10600,37100,2001,0
293,49,569245,2000,1239,0,439360,34900,0,19,1,1,1,57310,5210,10420,41680,2002,0
179,32,907012,2000,1247,0,440251,0,0,10,1,0,1,53100,5900,5900,41300,2006,0
76,24,700074,1000,1623,0,600313,0,0,6,3,1,1,74700,14940,7470,52290,1997,0
105,28,866805,500,1082,0,452216,0,0,12,3,2,2,60500,12100,6050,42350,1995,0
97,26,951863,1000,1271,0,478532,0,-72100,10,3,2,3,84920,7720,15440,61760,2006,1
148,36,211578,1000,1236,5000000,616929,55100,0,0,1,2,0,61050,5550,11100,44400,2009,0
77,26,357394,2000,786,0,620207,49700,0,12,3,2,0,69080,12560,6280,50240,2009,1
295,46,863749,500,1266,0,605743,52200,-44500,10,1,1,3,4560,760,380,3420,2007,0
126,28,596914,500,1509,0,472814,0,0,3,4,0,1,67800,11300,11300,45200,2011,0
132,32,684653,2000,1107,0,464362,43100,-31900,21,1,1,1,5600,1120,560,3920,2005,0
370,55,528259,2000,1389,7000000,456203,0,-53200,6,1,0,2,9000,900,1800,6300,2015,0
257,43,797636,1000,975,0,468984,52100,0,0,1,0,1,85320,21330,7110,56880,2006,0
9,24,326180,2000,1304,0,473349,51700,-33300,6,1,0,3,5940,540,1080,4320,2001,1
185,34,620075,500,1257,0,474771,0,0,20,3,1,1,51370,9340,4670,37360,2000,1
234,43,965187,500,1257,0,448294,0,-48800,4,1,2,2,51600,10320,5160,36120,2011,0
253,44,516182,2000,720,0,606606,45800,0,9,1,0,3,5400,600,600,4200,1998,0
233,39,728839,2000,1524,0,605220,0,0,20,3,1,0,48870,5430,5430,38010,1999,0
274,44,771509,500,1396,0,466612,0,0,7,1,2,1,5590,860,860,3870,2000,0
297,48,264221,1000,1244,0,463331,0,-71400,18,3,0,2,54960,6870,0,48090,2002,1
273,47,602704,1000,1189,0,457843,59600,0,0,3,1,3,39800,7960,3980,27860,2014,0
147,37,672416,2000,1375,0,609226,0,0,11,3,0,1,56160,6240,6240,43680,2015,1
285,42,545506,500,1389,0,452942,63100,-79400,13,1,0,3,52700,5270,10540,36890,2005,0
289,43,777533,1000,1388,0,609390,0,0,19,3,1,3,68580,7620,7620,53340,2010,0
427,60,953334,1000,1179,7000000,446608,0,-54400,23,1,1,2,90860,12980,19470,58410,2004,1
380,53,369781,2000,1167,6000000,602500,0,0,23,1,0,3,5700,570,570,4560,2001,0
13,21,990998,1000,1556,0,463809,0,-75000,19,3,2,0,94930,8630,8630,77670,2014,0
282,43,982678,500,1452,0,611996,75800,0,19,1,1,2,46800,4680,9360,32760,2007,1
312,47,646069,1000,1212,0,459298,66900,-51800,17,3,2,3,56320,7040,7040,42240,2000,0
266,46,331683,2000,1579,0,468158,0,-41400,18,1,1,3,83490,7590,15180,60720,1996,0
30,36,364055,500,1488,0,440831,0,-63500,17,3,2,2,57900,5790,5790,46320,2008,0
198,36,521854,1000,1096,0,603848,0,0,11,3,1,3,49410,5490,5490,38430,2015,0
290,45,737252,2000,1215,0,617739,54400,0,22,3,0,1,66200,6620,6620,52960,2012,0
260,46,344480,2000,1483,0,607133,35000,0,7,1,0,1,64080,10680,10680,42720,2005,0
233,43,898519,1000,954,0,437470,0,0,17,3,2,3,42500,8500,4250,29750,2000,0
130,30,957816,2000,1193,0,461372,0,-40800,16,3,2,3,48950,8900,4450,35600,2005,0
230,42,175960,1000,1023,0,476130,0,-45300,13,3,1,2,58850,10700,10700,37450,1999,0
212,40,489618,1000,1524,0,452438,73200,0,17,3,0,2,82400,8240,8240,65920,2006,0
299,44,717044,1000,1653,0,460517,0,-48800,3,1,2,0,54240,6780,6780,40680,2009,0
91,26,101421,1000,1022,0,444896,52700,0,15,3,0,2,74200,7420,7420,59360,1996,0
398,53,793948,2000,1396,0,448722,21500,0,16,1,2,1,47430,5270,5270,36890,2000,0
